modified_date__v,extract,extract_label,column_name,column_label,type,length,related_extract
,Object.signal_health_authority_database__v,Signal Health Authority Database,id,ID,String,100,
,Object.signal_health_authority_database__v,Signal Health Authority Database,modified_date__v,Last Modified Date,DateTime,,
,Object.signal_health_authority_database__v,Signal Health Authority Database,api_name__v,API Name,String,128,
,Object.signal_health_authority_database__v,Signal Health Authority Database,created_by__v,Created By,Relationship,,Object.user__sys
,Object.signal_health_authority_database__v,Signal Health Authority Database,created_date__v,Created Date,DateTime,,
,Object.signal_health_authority_database__v,Signal Health Authority Database,description__v,Description,String,1500,
,Object.signal_health_authority_database__v,Signal Health Authority Database,global_id__sys,Global ID,String,200,
,Object.signal_health_authority_database__v,Signal Health Authority Database,lifecycle__v,Lifecycle,String,100,
,Object.signal_health_authority_database__v,Signal Health Authority Database,link__sys,Link,String,255,
,Object.signal_health_authority_database__v,Signal Health Authority Database,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.signal_health_authority_database__v,Signal Health Authority Database,name__v,Name,String,128,
,Object.signal_health_authority_database__v,Signal Health Authority Database,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.signal_health_authority_database__v,Signal Health Authority Database,state__v,Lifecycle State,String,100,
,Object.signal_health_authority_database__v,Signal Health Authority Database,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.signal_health_authority_database__v,Signal Health Authority Database,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.signal_product_profile__v,Signal Product Profile,id,ID,String,100,
,Object.signal_product_profile__v,Signal Product Profile,modified_date__v,Last Modified Date,DateTime,,
,Object.signal_product_profile__v,Signal Product Profile,calculations_setting__v,Calculations Setting,Relationship,,Object.signal_calculations_setting__v
,Object.signal_product_profile__v,Signal Product Profile,created_by__v,Created By,Relationship,,Object.user__sys
,Object.signal_product_profile__v,Signal Product Profile,created_date__v,Created Date,DateTime,,
,Object.signal_product_profile__v,Signal Product Profile,default_workbench_dashboard__v,Default Workbench Dashboard,Relationship,,Object.workbench_dashboard__v
,Object.signal_product_profile__v,Signal Product Profile,global_id__sys,Global ID,String,200,
,Object.signal_product_profile__v,Signal Product Profile,health_authority_database__v,Health Authority Database,Relationship,,Object.signal_health_authority_database__v
,Object.signal_product_profile__v,Signal Product Profile,lifecycle__v,Lifecycle,String,100,
,Object.signal_product_profile__v,Signal Product Profile,link__sys,Link,String,255,
,Object.signal_product_profile__v,Signal Product Profile,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.signal_product_profile__v,Signal Product Profile,name__v,Profile Name,String,128,
,Object.signal_product_profile__v,Signal Product Profile,organization__v,Organization,Relationship,,Object.organization__v
,Object.signal_product_profile__v,Signal Product Profile,product_family__v,Product Family,Relationship,,Object.product_family__v
,Object.signal_product_profile__v,Signal Product Profile,source__v,Source,Relationship,,Object.signal_source__v
,Object.signal_product_profile__v,Signal Product Profile,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.signal_product_profile__v,Signal Product Profile,state__v,Lifecycle State,String,100,
,Object.signal_product_profile__v,Signal Product Profile,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.signal_product_profile__v,Signal Product Profile,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.signal_source__v,Signal Source,id,ID,String,100,
,Object.signal_source__v,Signal Source,modified_date__v,Last Modified Date,DateTime,,
,Object.signal_source__v,Signal Source,api_name__v,API Name,String,128,
,Object.signal_source__v,Signal Source,created_by__v,Created By,Relationship,,Object.user__sys
,Object.signal_source__v,Signal Source,created_date__v,Created Date,DateTime,,
,Object.signal_source__v,Signal Source,description__v,Description,String,1500,
,Object.signal_source__v,Signal Source,global_id__sys,Global ID,String,200,
,Object.signal_source__v,Signal Source,lifecycle__v,Lifecycle,String,100,
,Object.signal_source__v,Signal Source,link__sys,Link,String,255,
,Object.signal_source__v,Signal Source,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.signal_source__v,Signal Source,name__v,Name,String,128,
,Object.signal_source__v,Signal Source,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.signal_source__v,Signal Source,state__v,Lifecycle State,String,100,
,Object.signal_source__v,Signal Source,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.signal_source__v,Signal Source,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_available_answer__sys,SRP Available Answer,id,ID,String,100,
,Object.sirp_available_answer__sys,SRP Available Answer,modified_date__v,Last Modified Date,DateTime,,
,Object.sirp_available_answer__sys,SRP Available Answer,answer_text__sys,Answer Text,String,255,
,Object.sirp_available_answer__sys,SRP Available Answer,correct_answer__sys,Correct Answer?,Boolean,,
,Object.sirp_available_answer__sys,SRP Available Answer,created_by__v,Created By,Relationship,,Object.user__sys
,Object.sirp_available_answer__sys,SRP Available Answer,created_date__v,Created Date,DateTime,,
,Object.sirp_available_answer__sys,SRP Available Answer,documents_allowed__sys,Documents Allowed,Boolean,,
,Object.sirp_available_answer__sys,SRP Available Answer,documents_required__sys,Documents Required,Picklist,46,Picklist.picklist__sys
,Object.sirp_available_answer__sys,SRP Available Answer,global_id__sys,Global ID,String,200,
,Object.sirp_available_answer__sys,SRP Available Answer,link__sys,Link,String,255,
,Object.sirp_available_answer__sys,SRP Available Answer,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.sirp_available_answer__sys,SRP Available Answer,name__v,Name,String,128,
,Object.sirp_available_answer__sys,SRP Available Answer,order__sys,Order,Number,,
,Object.sirp_available_answer__sys,SRP Available Answer,reference_media__sys,Reference Media,Relationship,,Document.document_version__sys
,Object.sirp_available_answer__sys,SRP Available Answer,reference_media_unbound__sys,Reference Media (unbound),Number,,
,Object.sirp_available_answer__sys,SRP Available Answer,response__sys,Response,Relationship,,Object.sirp_response__sys
,Object.sirp_available_answer__sys,SRP Available Answer,score__sys,Score,Number,,
,Object.sirp_available_answer__sys,SRP Available Answer,selected__sys,Selected,Boolean,,
,Object.sirp_available_answer__sys,SRP Available Answer,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_checklist__sys,SRP Checklist,id,ID,String,100,
,Object.sirp_checklist__sys,SRP Checklist,modified_date__v,Last Modified Date,DateTime,,
,Object.sirp_checklist__sys,SRP Checklist,ad_hoc_questions_allowed__sys,Ad Hoc Questions Allowed,Boolean,,
,Object.sirp_checklist__sys,SRP Checklist,ad_hoc_sections_allowed__sys,Ad Hoc Sections Allowed,Boolean,,
,Object.sirp_checklist__sys,SRP Checklist,aggregate_checklists__sys,Aggregate Checklists,Boolean,,
,Object.sirp_checklist__sys,SRP Checklist,checklist_design__sys,Checklist Design,Relationship,,Object.checklist_design__sys
,Object.sirp_checklist__sys,SRP Checklist,checklist_type__sys,Checklist Category,Picklist,46,Picklist.picklist__sys
,Object.sirp_checklist__sys,SRP Checklist,created_by__v,Created By,Relationship,,Object.user__sys
,Object.sirp_checklist__sys,SRP Checklist,created_date__v,Created Date,DateTime,,
,Object.sirp_checklist__sys,SRP Checklist,field_matching_enabled__sys,Field Matching Enabled,Boolean,,
,Object.sirp_checklist__sys,SRP Checklist,global_id__sys,Global ID,String,200,
,Object.sirp_checklist__sys,SRP Checklist,lifecycle__v,Lifecycle,String,100,
,Object.sirp_checklist__sys,SRP Checklist,link__sys,Link,String,255,
,Object.sirp_checklist__sys,SRP Checklist,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.sirp_checklist__sys,SRP Checklist,name__v,Name,String,128,
,Object.sirp_checklist__sys,SRP Checklist,object_type__v,Object Type,Relationship,,Object.object_type__v
,Object.sirp_checklist__sys,SRP Checklist,person_responsible__sys,Person Responsible,Relationship,,Object.person__sys
,Object.sirp_checklist__sys,SRP Checklist,points__sys,Points,Number,,
,Object.sirp_checklist__sys,SRP Checklist,respondent__sys,Respondent,Relationship,,Object.user__sys
,Object.sirp_checklist__sys,SRP Checklist,score__sys,Score %,Number,,
,Object.sirp_checklist__sys,SRP Checklist,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.sirp_checklist__sys,SRP Checklist,state__v,Lifecycle State,String,100,
,Object.sirp_checklist__sys,SRP Checklist,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.sirp_checklist__sys,SRP Checklist,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_checklist__sys,SRP Checklist,sum_score__sys,Sum Score,Number,,
,Object.sirp_checklist__sys,SRP Checklist,target_object__v,Target Object,Relationship,,Object.safety_investigation_reporting_period__v
,Object.sirp_checklist__sys,SRP Checklist,translated_checklist__sys,Translated Checklist,Boolean,,
,Object.sirp_checklist__sys,SRP Checklist,translation_versions__sys,Translation Versions,LongText,32000,
,Object.sirp_checklist__sys,SRP Checklist,user_responsible__sys,User Responsible,Relationship,,Object.user__sys
,Object.sirp_checklist__sys,SRP Checklist,weightings_enabled__sys,Weightings Enabled,Boolean,,
,Object.sirp_checklist__sys,SRP Checklist,welcome_email_subject__sys,Welcome Email Subject,String,255,
,Object.sirp_checklist__sys,SRP Checklist,welcome_email_text__sys,Welcome Email Text,LongText,5000,
,Object.sirp_checklist__sys,SRP Checklist,welcome_notification_text__sys,Welcome Notification Text,String,1023,
,Object.sirp_dependency__sys,SRP Dependency,id,ID,String,100,
,Object.sirp_dependency__sys,SRP Dependency,modified_date__v,Last Modified Date,DateTime,,
,Object.sirp_dependency__sys,SRP Dependency,answer__sys,Answer,Relationship,,Object.sirp_available_answer__sys
,Object.sirp_dependency__sys,SRP Dependency,behavior__sys,Behavior,Picklist,46,Picklist.picklist__sys
,Object.sirp_dependency__sys,SRP Dependency,checklist__sys,Checklist,Relationship,,Object.sirp_checklist__sys
,Object.sirp_dependency__sys,SRP Dependency,controlling_question__sys,Controlling Question,Relationship,,Object.sirp_response__sys
,Object.sirp_dependency__sys,SRP Dependency,created_by__v,Created By,Relationship,,Object.user__sys
,Object.sirp_dependency__sys,SRP Dependency,created_date__v,Created Date,DateTime,,
,Object.sirp_dependency__sys,SRP Dependency,dependent_question__sys,Dependent Question,Relationship,,Object.sirp_response__sys
,Object.sirp_dependency__sys,SRP Dependency,dependent_section__sys,Dependent Section,Relationship,,Object.sirp_section__sys
,Object.sirp_dependency__sys,SRP Dependency,global_id__sys,Global ID,String,200,
,Object.sirp_dependency__sys,SRP Dependency,link__sys,Link,String,255,
,Object.sirp_dependency__sys,SRP Dependency,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.sirp_dependency__sys,SRP Dependency,name__v,Name,String,128,
,Object.sirp_dependency__sys,SRP Dependency,object_type__v,Dependency Type,Relationship,,Object.object_type__v
,Object.sirp_dependency__sys,SRP Dependency,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_response__sys,SRP Response,id,ID,String,100,
,Object.sirp_response__sys,SRP Response,modified_date__v,Last Modified Date,DateTime,,
,Object.sirp_response__sys,SRP Response,ad_hoc__sys,Ad Hoc,Boolean,,
,Object.sirp_response__sys,SRP Response,answered_correctly__sys,Answered Correctly,Boolean,,
,Object.sirp_response__sys,SRP Response,attachment_allowed__sys,Attachment Allowed (Attachment),Boolean,,
,Object.sirp_response__sys,SRP Response,attachment_required__sys,Attachment Required (Attachment),Boolean,,
,Object.sirp_response__sys,SRP Response,checklist__sys,Checklist,Relationship,,Object.sirp_checklist__sys
,Object.sirp_response__sys,SRP Response,checklist_answer_type__sys,Checklist Answer Type,Picklist,46,Picklist.picklist__sys
,Object.sirp_response__sys,SRP Response,checklist_design__sys,Checklist Design,Relationship,,Object.checklist_design__sys
,Object.sirp_response__sys,SRP Response,comment__sys,Comment,String,1500,
,Object.sirp_response__sys,SRP Response,comment_allowed__sys,Comment Allowed,Boolean,,
,Object.sirp_response__sys,SRP Response,comment_required__sys,Comment Required,Boolean,,
,Object.sirp_response__sys,SRP Response,created_by__v,Created By,Relationship,,Object.user__sys
,Object.sirp_response__sys,SRP Response,created_date__v,Created Date,DateTime,,
,Object.sirp_response__sys,SRP Response,decimal_places__sys,Decimal Places,Number,,
,Object.sirp_response__sys,SRP Response,display_order__sys,Display Order,String,100,
,Object.sirp_response__sys,SRP Response,doc_attachment__sys,Attachment: Document,Relationship,,Document.document_version__sys
,Object.sirp_response__sys,SRP Response,doc_attachment_unbound__sys,Attachment: Document (unbound),Number,,
,Object.sirp_response__sys,SRP Response,documents_allowed__sys,Documents Allowed,Boolean,,
,Object.sirp_response__sys,SRP Response,documents_required__sys,Documents Required,Picklist,46,Picklist.picklist__sys
,Object.sirp_response__sys,SRP Response,enabled__sys,Enabled,Boolean,,
,Object.sirp_response__sys,SRP Response,global_id__sys,Global ID,String,200,
,Object.sirp_response__sys,SRP Response,library_question__sys,Library Question,Relationship,,Object.library_question__sys
,Object.sirp_response__sys,SRP Response,lifecycle__v,Lifecycle,String,100,
,Object.sirp_response__sys,SRP Response,link__sys,Link,String,255,
,Object.sirp_response__sys,SRP Response,maximum_answer_value__sys,Maximum Answer Value,Number,,
,Object.sirp_response__sys,SRP Response,maximum_selectable_answers__sys,Maximum Selectable Answers,Number,,
,Object.sirp_response__sys,SRP Response,minimum_answer_value__sys,Minimum Answer Value,Number,,
,Object.sirp_response__sys,SRP Response,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.sirp_response__sys,SRP Response,name__v,Name,String,128,
,Object.sirp_response__sys,SRP Response,object_type__v,Response Type,Relationship,,Object.object_type__v
,Object.sirp_response__sys,SRP Response,points__sys,Points,Number,,
,Object.sirp_response__sys,SRP Response,question_design__sys,Question Design,Relationship,,Object.question_design__sys
,Object.sirp_response__sys,SRP Response,question_help_text__sys,Question Help Text,String,300,
,Object.sirp_response__sys,SRP Response,question_text__sys,Question Text,String,1500,
,Object.sirp_response__sys,SRP Response,reference_media__sys,Reference Media,Relationship,,Document.document_version__sys
,Object.sirp_response__sys,SRP Response,reference_media_unbound__sys,Reference Media (unbound),Number,,
,Object.sirp_response__sys,SRP Response,required_response__sys,Required Response,Boolean,,
,Object.sirp_response__sys,SRP Response,response_date__sys,Response Date,Date,,
,Object.sirp_response__sys,SRP Response,response_number__sys,Response Number,Number,,
,Object.sirp_response__sys,SRP Response,response_text__sys,Response Text,LongText,32000,
,Object.sirp_response__sys,SRP Response,section__sys,Section,Relationship,,Object.sirp_section__sys
,Object.sirp_response__sys,SRP Response,sorting_order__sys,Sorting Order,String,100,
,Object.sirp_response__sys,SRP Response,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.sirp_response__sys,SRP Response,state__v,Lifecycle State,String,100,
,Object.sirp_response__sys,SRP Response,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.sirp_response__sys,SRP Response,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_response__sys,SRP Response,sum_score__sys,Sum Score,Number,,
,Object.sirp_response_doc__sys,SRP Response-Doc,id,ID,String,100,
,Object.sirp_response_doc__sys,SRP Response-Doc,modified_date__v,Last Modified Date,DateTime,,
,Object.sirp_response_doc__sys,SRP Response-Doc,created_by__v,Created By,Relationship,,Object.user__sys
,Object.sirp_response_doc__sys,SRP Response-Doc,created_date__v,Created Date,DateTime,,
,Object.sirp_response_doc__sys,SRP Response-Doc,document__sys,Document,Relationship,,Document.document_version__sys
,Object.sirp_response_doc__sys,SRP Response-Doc,document_unbound__sys,Document (unbound),Number,,
,Object.sirp_response_doc__sys,SRP Response-Doc,global_id__sys,Global ID,String,200,
,Object.sirp_response_doc__sys,SRP Response-Doc,link__sys,Link,String,255,
,Object.sirp_response_doc__sys,SRP Response-Doc,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.sirp_response_doc__sys,SRP Response-Doc,name__v,Record ID,String,128,
,Object.sirp_response_doc__sys,SRP Response-Doc,response__sys,Response,Relationship,,Object.sirp_response__sys
,Object.sirp_response_doc__sys,SRP Response-Doc,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,id,ID,String,100,
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,modified_date__v,Last Modified Date,DateTime,,
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,created_by__v,Created By,Relationship,,Object.user__sys
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,created_date__v,Created Date,DateTime,,
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,document__sys,Document,Relationship,,Document.document_version__sys
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,document_unbound__sys,Document (unbound),Number,,
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,global_id__sys,Global ID,String,200,
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,link__sys,Link,String,255,
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,name__v,Name,String,128,
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,order__sys,Order,Number,,
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,response__sys,Response,Relationship,,Object.sirp_response__sys
,Object.sirp_response_ref_doc__sys,SRP Response-Ref-Doc,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_section__sys,SRP Section,id,ID,String,100,
,Object.sirp_section__sys,SRP Section,modified_date__v,Last Modified Date,DateTime,,
,Object.sirp_section__sys,SRP Section,ad_hoc__sys,Ad Hoc,Boolean,,
,Object.sirp_section__sys,SRP Section,checklist__sys,Checklist,Relationship,,Object.sirp_checklist__sys
,Object.sirp_section__sys,SRP Section,checklist_section_status__sys,Checklist Section Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_section__sys,SRP Section,created_by__v,Created By,Relationship,,Object.user__sys
,Object.sirp_section__sys,SRP Section,created_date__v,Created Date,DateTime,,
,Object.sirp_section__sys,SRP Section,description__sys,Description,String,1500,
,Object.sirp_section__sys,SRP Section,enabled__sys,Enabled,Boolean,,
,Object.sirp_section__sys,SRP Section,global_id__sys,Global ID,String,200,
,Object.sirp_section__sys,SRP Section,header__sys,Header,String,100,
,Object.sirp_section__sys,SRP Section,link__sys,Link,String,255,
,Object.sirp_section__sys,SRP Section,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.sirp_section__sys,SRP Section,name__v,Name,String,128,
,Object.sirp_section__sys,SRP Section,object_type__v,SRP Section Type,Relationship,,Object.object_type__v
,Object.sirp_section__sys,SRP Section,order__sys,Order,Number,,
,Object.sirp_section__sys,SRP Section,points__sys,Points,Number,,
,Object.sirp_section__sys,SRP Section,score__sys,Score %,Number,,
,Object.sirp_section__sys,SRP Section,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_section__sys,SRP Section,sub_checklist__sys,Sub-Checklist,Relationship,,Object.sirp_subchecklist__sys
,Object.sirp_section__sys,SRP Section,sum_score__sys,Sum Score,Number,,
,Object.sirp_section__sys,SRP Section,weight__sys,Weight %,Number,,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,id,ID,String,100,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,modified_date__v,Last Modified Date,DateTime,,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,checklist__sys,Checklist,Relationship,,Object.sirp_checklist__sys
,Object.sirp_subchecklist__sys,SRP Sub-checklist,created_by__v,Created By,Relationship,,Object.user__sys
,Object.sirp_subchecklist__sys,SRP Sub-checklist,created_date__v,Created Date,DateTime,,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,global_id__sys,Global ID,String,200,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,link__sys,Link,String,255,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.sirp_subchecklist__sys,SRP Sub-checklist,name__v,Name,String,128,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,object_type__v,SRP Sub-checklist Type,Relationship,,Object.object_type__v
,Object.sirp_subchecklist__sys,SRP Sub-checklist,order__sys,Order,Number,,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,score__sys,Score %,Number,,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.sirp_subchecklist__sys,SRP Sub-checklist,subchecklist_design__sys,Sub-Checklist Design,Relationship,,Object.checklist_design__sys
,Object.sirp_subchecklist__sys,SRP Sub-checklist,subchecklist_design_name__sys,Sub-Checklist Design Name,String,128,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,sum_score__sys,Sum Score,Number,,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,weight__sys,Weight %,Number,,
,Object.sirp_subchecklist__sys,SRP Sub-checklist,weightings_enabled__sys,Weightings Enabled,Boolean,,
,Object.source__v,Source,id,ID,String,100,
,Object.source__v,Source,modified_date__v,Last Modified Date,DateTime,,
,Object.source__v,Source,api_name__v,API Name,String,128,
,Object.source__v,Source,created_by__v,Created By,Relationship,,Object.user__sys
,Object.source__v,Source,created_date__v,Created Date,DateTime,,
,Object.source__v,Source,global_id__sys,Global ID,String,200,
,Object.source__v,Source,lifecycle__v,Lifecycle,String,100,
,Object.source__v,Source,link__sys,Link,String,255,
,Object.source__v,Source,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.source__v,Source,name__v,Name,String,128,
,Object.source__v,Source,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.source__v,Source,state__v,Lifecycle State,String,100,
,Object.source__v,Source,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.source__v,Source,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,id,ID,String,100,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,modified_date__v,Last Modified Date,DateTime,,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,created_by__v,Created By,Relationship,,Object.user__sys
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,created_date__v,Created Date,DateTime,,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,field_name__v,Field Name,String,200,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,global_id__sys,Global ID,String,200,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,lifecycle__v,Lifecycle,String,100,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,link__sys,Link,String,255,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,name__v,Name,String,128,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,object_name__v,Object Name,String,200,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,state__v,Lifecycle State,String,100,
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.standard_question_field_mapping__v,Standard Question Field Mapping,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.statistical_data__v,Statistical Data,id,ID,String,100,
,Object.statistical_data__v,Statistical Data,modified_date__v,Last Modified Date,DateTime,,
,Object.statistical_data__v,Statistical Data,alert__v,Alert,Boolean,,
,Object.statistical_data__v,Statistical Data,alert_category__v,Alert Category,MultiPicklist,1000,Picklist.picklist__sys
,Object.statistical_data__v,Statistical Data,created_by__v,Created By,Relationship,,Object.user__sys
,Object.statistical_data__v,Statistical Data,created_date__v,Created Date,DateTime,,
,Object.statistical_data__v,Statistical Data,cumulative_all_count__v,Cumulative All,Number,,
,Object.statistical_data__v,Statistical Data,cumulative_fatal_count__v,Cumulative Fatal,Number,,
,Object.statistical_data__v,Statistical Data,cumulative_serious_count__v,Cumulative Serious,Number,,
,Object.statistical_data__v,Statistical Data,cumulative_spontaneous_count__v,Cumulative Spontaneous,Number,,
,Object.statistical_data__v,Statistical Data,current_disposition__v,Current Disposition,Picklist,46,Picklist.picklist__sys
,Object.statistical_data__v,Statistical Data,current_disposition_date__v,Current Disposition Date,Date,,
,Object.statistical_data__v,Statistical Data,detection_date__v,Detection Date,Date,,
,Object.statistical_data__v,Statistical Data,detection_method__v,Detection Method,Picklist,46,Picklist.picklist__sys
,Object.statistical_data__v,Statistical Data,detection_type__v,Detection Type,Picklist,46,Picklist.picklist__sys
,Object.statistical_data__v,Statistical Data,eb05__v,EB05,Number,,
,Object.statistical_data__v,Statistical Data,eb95__v,EB95,Number,,
,Object.statistical_data__v,Statistical Data,ebgm__v,EBGM,Number,,
,Object.statistical_data__v,Statistical Data,global_id__sys,Global ID,String,200,
,Object.statistical_data__v,Statistical Data,health_authority_database__v,Health Authority Database,Relationship,,Object.signal_health_authority_database__v
,Object.statistical_data__v,Statistical Data,lifecycle__v,Lifecycle,String,100,
,Object.statistical_data__v,Statistical Data,link__sys,Link,String,255,
,Object.statistical_data__v,Statistical Data,listed__v,Listed,Boolean,,
,Object.statistical_data__v,Statistical Data,meddra_query__v,MedDRA Query,Relationship,,Object.meddra_query__v
,Object.statistical_data__v,Statistical Data,meddra_term__v,MedDRA Term,Relationship,,Object.meddra__v
,Object.statistical_data__v,Statistical Data,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.statistical_data__v,Statistical Data,name__v,Statistical Data Unique Name,String,128,
,Object.statistical_data__v,Statistical Data,new_all_count__v,New All,Number,,
,Object.statistical_data__v,Statistical Data,new_fatal_count__v,New Fatal,Number,,
,Object.statistical_data__v,Statistical Data,new_serious_count__v,New Serious,Number,,
,Object.statistical_data__v,Statistical Data,new_spontaneous_count__v,New Spontaneous,Number,,
,Object.statistical_data__v,Statistical Data,pec_period__v,PEC Period,Relationship,,Object.product_event_disposition__v
,Object.statistical_data__v,Statistical Data,prev_period_disposition__v,Previous Period Disposition,Picklist,46,Picklist.picklist__sys
,Object.statistical_data__v,Statistical Data,prev_period_disposition_date__v,Previous Period Disposition Date,Date,,
,Object.statistical_data__v,Statistical Data,product_family__v,Product Family,Relationship,,Object.product_family__v
,Object.statistical_data__v,Statistical Data,reporting_period__v,Reporting Period,Relationship,,Object.safety_investigation_reporting_period__v
,Object.statistical_data__v,Statistical Data,safety_investigation__v,Safety Investigation,Relationship,,Object.safety_investigation__v
,Object.statistical_data__v,Statistical Data,signal_product_profile__v,Signal Product Profile,Relationship,,Object.signal_product_profile__v
,Object.statistical_data__v,Statistical Data,source__v,Source,Relationship,,Object.signal_source__v
,Object.statistical_data__v,Statistical Data,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.statistical_data__v,Statistical Data,state__v,Lifecycle State,String,100,
,Object.statistical_data__v,Statistical Data,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.statistical_data__v,Statistical Data,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.study__v,Study,id,ID,String,100,
,Object.study__v,Study,modified_date__v,Last Modified Date,DateTime,,
,Object.study__v,Study,api_name__v,API Name,String,128,
,Object.study__v,Study,blinded__v,Blinded,Boolean,,
,Object.study__v,Study,clinops_study_state__v,ClinOps State,Picklist,46,Picklist.picklist__sys
,Object.study__v,Study,completion_date__v,Completion Date,Date,,
